[27.514600, 27.514600]
[23.306700, 23.306700]
[17.519500, 17.519500]
[31.814700, 31.814700]
[40.264400, 40.264400]
[153.475000, 153.475000]
[0.202050, 0.202050]
[2.320500, 2.320500]
[2.601550, 2.601550]
[0.291606, 0.291606]
[7.148710, 7.148710]
[2.430540, 2.430540]
[1.338230, 1.338230]
[1.508250, 1.508250]
[3.101940, 3.101940]
[0.066863, 0.066863]
[0.063234, 0.063234]
[0.029215, 0.029215]
[0.542598, 0.542598]
[0.043669, 0.043669]
[10.126000, 10.126000]
[9.591600, 9.591600]
[0.175908, 0.175908]
[8.758190, 8.758190]
[0.395650, 0.395650]
[0.215499, 0.215499]
[4.212500, 4.212500]
[0.220835, 0.220835]
[0.006083, 0.006083]
[15.658000, 15.658000]
[5.655750, 5.655750]
[3.982590, 3.982590]
[0.165910, 0.165910]
[0.006448, 0.006448]
[0.008446, 0.008446]
[5.096660, 5.096660]
[0.189554, 0.189554]
[4.826820, 4.826820]
[0.611991, 0.611991]
[0.021189, 0.021189]
[6.812340, 6.812340]
[0.021766, 0.021766]
[0.827703, 0.827703]
[5.643350, 5.643350]
[0.742252, 0.742252]
[1.662690, 1.662690]
[0.390802, 0.390802]
[0.610833, 0.610833]
[0.032418, 0.032418]
[1.996230, 1.996230]
[2.767540, 2.767540]
[0.174359, 0.174359]
[0.510288, 0.510288]
[0.413826, 0.413826]
[0.633363, 0.633363]
[0.822920, 0.822920]
[0.423703, 0.423703]
[0.334813, 0.334813]
[0.026103, 0.026103]
[0.036047, 0.036047]
[0.216131, 0.216131]
[0.044538, 0.044538]
[1.813020, 1.813020]
[0.688560, 0.688560]
[1.124590, 1.124590]
[1.977260, 1.977260]
[0.000000, 60.000000]
[0.000000, 7.000000]
[0.000000, 7.000000]
[0.000000, 2.500000]
[0.000000, 4.000000]
[4.212500, 4.212500]
[0.220835, 0.220835]
[4.212500, 4.212500]
[0.220835, 0.220835]
[0.000000, 12.000000]
[0.000000, 12.000000]
[0.006083, 0.006083]
[15.658000, 15.658000]
[2.767540, 2.767540]
[0.044538, 0.044538]
[0.044538, 0.044538]
[2.767540, 2.767540]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[2.320500, 2.320500]
[0.000000, 6.000000]
[2.601550, 2.601550]
[0.000000, 7.000000]
[0.000000, 7.000000]
