[31.742800, 31.742800]
[24.282800, 24.282800]
[15.961900, 15.961900]
[42.401300, 42.401300]
[41.298600, 41.298600]
[103.991000, 103.991000]
[0.470647, 0.470647]
[1.722780, 1.722780]
[4.701270, 4.701270]
[0.314879, 0.314879]
[5.142760, 5.142760]
[6.201570, 6.201570]
[1.386260, 1.386260]
[1.540110, 1.540110]
[3.039720, 3.039720]
[0.041663, 0.041663]
[0.102356, 0.102356]
[0.025446, 0.025446]
[0.351216, 0.351216]
[0.037720, 0.037720]
[10.003000, 10.003000]
[8.077310, 8.077310]
[0.131975, 0.131975]
[3.986980, 3.986980]
[0.433140, 0.433140]
[0.137730, 0.137730]
[3.684950, 3.684950]
[0.227704, 0.227704]
[0.008567, 0.008567]
[6.256570, 6.256570]
[7.869800, 7.869800]
[3.317530, 3.317530]
[0.252209, 0.252209]
[0.011109, 0.011109]
[0.006921, 0.006921]
[2.969040, 2.969040]
[0.223581, 0.223581]
[7.746840, 7.746840]
[0.860455, 0.860455]
[0.033203, 0.033203]
[7.479650, 7.479650]
[0.014982, 0.014982]
[0.428394, 0.428394]
[4.895700, 4.895700]
[0.506424, 0.506424]
[2.078020, 2.078020]
[0.393358, 0.393358]
[0.716414, 0.716414]
[0.062054, 0.062054]
[1.923380, 1.923380]
[1.968260, 1.968260]
[0.158024, 0.158024]
[0.543876, 0.543876]
[0.416044, 0.416044]
[0.797825, 0.797825]
[0.740355, 0.740355]
[0.393381, 0.393381]
[0.459460, 0.459460]
[0.023088, 0.023088]
[0.035747, 0.035747]
[0.210392, 0.210392]
[0.065705, 0.065705]
[0.856911, 0.856911]
[0.280915, 0.280915]
[0.982157, 0.982157]
[2.104980, 2.104980]
[0.000000, 60.000000]
[0.000000, 7.000000]
[0.000000, 7.000000]
[0.000000, 2.500000]
[0.000000, 4.000000]
[3.684950, 3.684950]
[0.227704, 0.227704]
[3.684950, 3.684950]
[0.227704, 0.227704]
[0.000000, 12.000000]
[0.000000, 12.000000]
[0.008567, 0.008567]
[6.256570, 6.256570]
[1.968260, 1.968260]
[0.065705, 0.065705]
[0.065705, 0.065705]
[1.968260, 1.968260]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[1.722780, 1.722780]
[0.000000, 6.000000]
[4.701270, 4.701270]
[0.000000, 7.000000]
[0.000000, 7.000000]
