[24.251400, 24.251400]
[58.738000, 58.738000]
[13.111400, 13.111400]
[55.949100, 55.949100]
[28.809900, 28.809900]
[65.525200, 65.525200]
[0.367713, 0.367713]
[1.961220, 1.961220]
[5.075130, 5.075130]
[0.498743, 0.498743]
[9.013610, 9.013610]
[2.544800, 2.544800]
[0.673781, 0.673781]
[1.688840, 1.688840]
[1.624430, 1.624430]
[0.054540, 0.054540]
[0.080667, 0.080667]
[0.033908, 0.033908]
[0.896632, 0.896632]
[0.043118, 0.043118]
[8.731480, 8.731480]
[6.373330, 6.373330]
[0.066083, 0.066083]
[8.514990, 8.514990]
[0.196081, 0.196081]
[0.114819, 0.114819]
[3.610170, 3.610170]
[0.183680, 0.183680]
[0.015641, 0.015641]
[16.087300, 16.087300]
[4.331460, 4.331460]
[2.452360, 2.452360]
[0.292954, 0.292954]
[0.013077, 0.013077]
[0.008516, 0.008516]
[2.791600, 2.791600]
[0.243788, 0.243788]
[5.146090, 5.146090]
[0.777974, 0.777974]
[0.018216, 0.018216]
[9.234850, 9.234850]
[0.008876, 0.008876]
[0.390408, 0.390408]
[2.767500, 2.767500]
[0.494330, 0.494330]
[2.225790, 2.225790]
[0.307606, 0.307606]
[0.919014, 0.919014]
[0.077586, 0.077586]
[3.041840, 3.041840]
[4.853500, 4.853500]
[0.208096, 0.208096]
[0.417101, 0.417101]
[0.506566, 0.506566]
[0.813431, 0.813431]
[0.570622, 0.570622]
[0.386774, 0.386774]
[0.445178, 0.445178]
[0.017498, 0.017498]
[0.017551, 0.017551]
[0.432902, 0.432902]
[0.104212, 0.104212]
[1.657550, 1.657550]
[0.343285, 0.343285]
[1.055840, 1.055840]
[1.121690, 1.121690]
[0.000000, 60.000000]
[0.000000, 7.000000]
[0.000000, 7.000000]
[0.000000, 2.500000]
[0.000000, 4.000000]
[3.610170, 3.610170]
[0.183680, 0.183680]
[3.610170, 3.610170]
[0.183680, 0.183680]
[0.000000, 12.000000]
[0.000000, 12.000000]
[0.015641, 0.015641]
[16.087300, 16.087300]
[4.853500, 4.853500]
[0.104212, 0.104212]
[0.104212, 0.104212]
[4.853500, 4.853500]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[1.961220, 1.961220]
[0.000000, 6.000000]
[5.075130, 5.075130]
[0.000000, 7.000000]
[0.000000, 7.000000]
