[27.853800, 27.853800]
[24.345800, 24.345800]
[21.036700, 21.036700]
[33.870900, 33.870900]
[42.278200, 42.278200]
[153.429000, 153.429000]
[0.475335, 0.475335]
[2.001350, 2.001350]
[3.329970, 3.329970]
[0.292753, 0.292753]
[6.334780, 6.334780]
[5.112200, 5.112200]
[1.626740, 1.626740]
[1.246830, 1.246830]
[2.285450, 2.285450]
[0.039987, 0.039987]
[0.058502, 0.058502]
[0.018816, 0.018816]
[0.495871, 0.495871]
[0.025269, 0.025269]
[9.767980, 9.767980]
[9.343620, 9.343620]
[0.157358, 0.157358]
[8.256830, 8.256830]
[0.349965, 0.349965]
[0.224095, 0.224095]
[9.469740, 9.469740]
[0.217707, 0.217707]
[0.013633, 0.013633]
[13.976200, 13.976200]
[3.920690, 3.920690]
[4.293300, 4.293300]
[0.186308, 0.186308]
[0.005561, 0.005561]
[0.008820, 0.008820]
[5.444770, 5.444770]
[0.192049, 0.192049]
[7.744530, 7.744530]
[0.962774, 0.962774]
[0.015233, 0.015233]
[8.559570, 8.559570]
[0.021526, 0.021526]
[0.636648, 0.636648]
[2.709880, 2.709880]
[0.762510, 0.762510]
[3.487100, 3.487100]
[0.330057, 0.330057]
[0.599740, 0.599740]
[0.043646, 0.043646]
[2.011690, 2.011690]
[2.779100, 2.779100]
[0.240220, 0.240220]
[0.413857, 0.413857]
[0.339505, 0.339505]
[0.540351, 0.540351]
[0.721404, 0.721404]
[0.375343, 0.375343]
[0.391998, 0.391998]
[0.027197, 0.027197]
[0.029102, 0.029102]
[0.221642, 0.221642]
[0.076524, 0.076524]
[2.367410, 2.367410]
[0.534636, 0.534636]
[1.172670, 1.172670]
[1.527850, 1.527850]
[0.000000, 60.000000]
[0.000000, 7.000000]
[0.000000, 7.000000]
[0.000000, 2.500000]
[0.000000, 4.000000]
[9.469740, 9.469740]
[0.217707, 0.217707]
[9.469740, 9.469740]
[0.217707, 0.217707]
[0.000000, 12.000000]
[0.000000, 12.000000]
[0.013633, 0.013633]
[13.976200, 13.976200]
[2.779100, 2.779100]
[0.076524, 0.076524]
[0.076524, 0.076524]
[2.779100, 2.779100]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[2.001350, 2.001350]
[0.000000, 6.000000]
[3.329970, 3.329970]
[0.000000, 7.000000]
[0.000000, 7.000000]
