[38.699100, 38.699100]
[30.627300, 30.627300]
[12.209600, 12.209600]
[52.757500, 52.757500]
[39.220100, 39.220100]
[122.783000, 122.783000]
[0.179323, 0.179323]
[1.866750, 1.866750]
[3.326090, 3.326090]
[0.675519, 0.675519]
[9.934860, 9.934860]
[3.605330, 3.605330]
[0.752787, 0.752787]
[1.134690, 1.134690]
[2.471690, 2.471690]
[0.041286, 0.041286]
[0.066955, 0.066955]
[0.020809, 0.020809]
[0.312452, 0.312452]
[0.026945, 0.026945]
[5.484170, 5.484170]
[6.425420, 6.425420]
[0.182109, 0.182109]
[5.784700, 5.784700]
[0.451723, 0.451723]
[0.204298, 0.204298]
[7.759740, 7.759740]
[0.360496, 0.360496]
[0.017857, 0.017857]
[15.477500, 15.477500]
[4.437450, 4.437450]
[3.821930, 3.821930]
[0.201204, 0.201204]
[0.012861, 0.012861]
[0.008520, 0.008520]
[3.189670, 3.189670]
[0.135306, 0.135306]
[10.612900, 10.612900]
[0.368520, 0.368520]
[0.020229, 0.020229]
[8.809430, 8.809430]
[0.017809, 0.017809]
[0.447551, 0.447551]
[6.532690, 6.532690]
[0.682605, 0.682605]
[3.380220, 3.380220]
[0.210420, 0.210420]
[0.403443, 0.403443]
[0.081891, 0.081891]
[1.707650, 1.707650]
[4.979330, 4.979330]
[0.169868, 0.169868]
[0.519419, 0.519419]
[0.304336, 0.304336]
[0.554054, 0.554054]
[0.523551, 0.523551]
[0.358457, 0.358457]
[0.356720, 0.356720]
[0.018951, 0.018951]
[0.014267, 0.014267]
[0.409711, 0.409711]
[0.101332, 0.101332]
[1.828230, 1.828230]
[0.297070, 0.297070]
[1.111910, 1.111910]
[2.120180, 2.120180]
[0.000000, 60.000000]
[0.000000, 7.000000]
[0.000000, 7.000000]
[0.000000, 2.500000]
[0.000000, 4.000000]
[7.759740, 7.759740]
[0.360496, 0.360496]
[7.759740, 7.759740]
[0.360496, 0.360496]
[0.000000, 12.000000]
[0.000000, 12.000000]
[0.017857, 0.017857]
[15.477500, 15.477500]
[4.979330, 4.979330]
[0.101332, 0.101332]
[0.101332, 0.101332]
[4.979330, 4.979330]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[1.866750, 1.866750]
[0.000000, 6.000000]
[3.326090, 3.326090]
[0.000000, 7.000000]
[0.000000, 7.000000]
