[21.838400, 21.838400]
[27.664000, 27.664000]
[13.549400, 13.549400]
[33.087600, 33.087600]
[32.409700, 32.409700]
[147.547000, 147.547000]
[0.201162, 0.201162]
[2.102160, 2.102160]
[3.662490, 3.662490]
[0.421922, 0.421922]
[8.233900, 8.233900]
[3.085490, 3.085490]
[0.845261, 0.845261]
[1.451170, 1.451170]
[2.302940, 2.302940]
[0.054304, 0.054304]
[0.082127, 0.082127]
[0.032274, 0.032274]
[0.415681, 0.415681]
[0.043176, 0.043176]
[10.690000, 10.690000]
[10.349100, 10.349100]
[0.165877, 0.165877]
[9.078180, 9.078180]
[0.389694, 0.389694]
[0.224288, 0.224288]
[4.830160, 4.830160]
[0.219153, 0.219153]
[0.006648, 0.006648]
[16.245700, 16.245700]
[6.292730, 6.292730]
[4.202090, 4.202090]
[0.151606, 0.151606]
[0.005354, 0.005354]
[0.007600, 0.007600]
[4.843720, 4.843720]
[0.165860, 0.165860]
[5.759250, 5.759250]
[0.611850, 0.611850]
[0.015254, 0.015254]
[9.336640, 9.336640]
[0.021424, 0.021424]
[0.854131, 0.854131]
[2.977680, 2.977680]
[0.750394, 0.750394]
[2.313730, 2.313730]
[0.430437, 0.430437]
[0.690812, 0.690812]
[0.037607, 0.037607]
[1.788390, 1.788390]
[2.240510, 2.240510]
[0.183264, 0.183264]
[0.410492, 0.410492]
[0.198057, 0.198057]
[0.585493, 0.585493]
[0.865259, 0.865259]
[0.466348, 0.466348]
[0.414820, 0.414820]
[0.024636, 0.024636]
[0.033284, 0.033284]
[0.207555, 0.207555]
[0.049691, 0.049691]
[2.410640, 2.410640]
[0.762179, 0.762179]
[1.176380, 1.176380]
[1.736170, 1.736170]
[0.000000, 60.000000]
[0.000000, 7.000000]
[0.000000, 7.000000]
[0.000000, 2.500000]
[0.000000, 4.000000]
[4.830160, 4.830160]
[0.219153, 0.219153]
[4.830160, 4.830160]
[0.219153, 0.219153]
[0.000000, 12.000000]
[0.000000, 12.000000]
[0.006648, 0.006648]
[16.245700, 16.245700]
[2.240510, 2.240510]
[0.049691, 0.049691]
[0.049691, 0.049691]
[2.240510, 2.240510]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[2.102160, 2.102160]
[0.000000, 6.000000]
[3.662490, 3.662490]
[0.000000, 7.000000]
[0.000000, 7.000000]
