[33.218300, 33.218300]
[29.281600, 29.281600]
[25.654000, 25.654000]
[41.941700, 41.941700]
[27.905100, 27.905100]
[116.033000, 116.033000]
[0.476314, 0.476314]
[1.761050, 1.761050]
[5.144500, 5.144500]
[0.300364, 0.300364]
[6.047100, 6.047100]
[4.410130, 4.410130]
[1.600520, 1.600520]
[1.726770, 1.726770]
[2.798270, 2.798270]
[0.034518, 0.034518]
[0.133139, 0.133139]
[0.013185, 0.013185]
[0.444497, 0.444497]
[0.050007, 0.050007]
[9.755740, 9.755740]
[8.415050, 8.415050]
[0.118276, 0.118276]
[5.219930, 5.219930]
[0.397156, 0.397156]
[0.097493, 0.097493]
[4.701770, 4.701770]
[0.213233, 0.213233]
[0.010735, 0.010735]
[6.180010, 6.180010]
[6.592740, 6.592740]
[3.864940, 3.864940]
[0.303912, 0.303912]
[0.012691, 0.012691]
[0.008982, 0.008982]
[4.074220, 4.074220]
[0.201573, 0.201573]
[8.944770, 8.944770]
[0.810476, 0.810476]
[0.030083, 0.030083]
[5.741280, 5.741280]
[0.015760, 0.015760]
[0.306139, 0.306139]
[4.605720, 4.605720]
[0.649928, 0.649928]
[1.866040, 1.866040]
[0.325384, 0.325384]
[0.646088, 0.646088]
[0.088307, 0.088307]
[2.187730, 2.187730]
[2.158840, 2.158840]
[0.171223, 0.171223]
[0.521936, 0.521936]
[0.361262, 0.361262]
[0.896937, 0.896937]
[0.785981, 0.785981]
[0.397765, 0.397765]
[0.391298, 0.391298]
[0.023149, 0.023149]
[0.024497, 0.024497]
[0.199706, 0.199706]
[0.058512, 0.058512]
[0.851255, 0.851255]
[0.350104, 0.350104]
[1.134620, 1.134620]
[2.168960, 2.168960]
[0.000000, 60.000000]
[0.000000, 7.000000]
[0.000000, 7.000000]
[0.000000, 2.500000]
[0.000000, 4.000000]
[4.701770, 4.701770]
[0.213233, 0.213233]
[4.701770, 4.701770]
[0.213233, 0.213233]
[0.000000, 12.000000]
[0.000000, 12.000000]
[0.010735, 0.010735]
[6.180010, 6.180010]
[2.158840, 2.158840]
[0.058512, 0.058512]
[0.058512, 0.058512]
[2.158840, 2.158840]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[1.761050, 1.761050]
[0.000000, 6.000000]
[5.144500, 5.144500]
[0.000000, 7.000000]
[0.000000, 7.000000]
