[25.474700, 25.474700]
[23.322200, 23.322200]
[12.563800, 12.563800]
[34.038800, 34.038800]
[44.267400, 44.267400]
[153.628000, 153.628000]
[0.203209, 0.203209]
[2.207250, 2.207250]
[4.090760, 4.090760]
[0.271492, 0.271492]
[7.841220, 7.841220]
[2.438120, 2.438120]
[0.721228, 0.721228]
[1.580140, 1.580140]
[2.903380, 2.903380]
[0.049198, 0.049198]
[0.087148, 0.087148]
[0.029881, 0.029881]
[0.429225, 0.429225]
[0.034455, 0.034455]
[10.506100, 10.506100]
[10.273400, 10.273400]
[0.115448, 0.115448]
[6.152800, 6.152800]
[0.376738, 0.376738]
[0.237977, 0.237977]
[4.852360, 4.852360]
[0.218257, 0.218257]
[0.006104, 0.006104]
[11.689100, 11.689100]
[5.973900, 5.973900]
[3.765440, 3.765440]
[0.192846, 0.192846]
[0.006279, 0.006279]
[0.008463, 0.008463]
[3.306220, 3.306220]
[0.197390, 0.197390]
[6.217060, 6.217060]
[0.691064, 0.691064]
[0.019536, 0.019536]
[5.563710, 5.563710]
[0.021081, 0.021081]
[0.888424, 0.888424]
[5.015810, 5.015810]
[0.754906, 0.754906]
[1.954440, 1.954440]
[0.394785, 0.394785]
[0.506010, 0.506010]
[0.033742, 0.033742]
[1.858580, 1.858580]
[2.159970, 2.159970]
[0.167680, 0.167680]
[0.491795, 0.491795]
[0.467144, 0.467144]
[0.701037, 0.701037]
[0.792191, 0.792191]
[0.361863, 0.361863]
[0.337882, 0.337882]
[0.027993, 0.027993]
[0.035934, 0.035934]
[0.204508, 0.204508]
[0.087974, 0.087974]
[2.118100, 2.118100]
[0.670392, 0.670392]
[1.068150, 1.068150]
[1.924390, 1.924390]
[0.000000, 60.000000]
[0.000000, 7.000000]
[0.000000, 7.000000]
[0.000000, 2.500000]
[0.000000, 4.000000]
[4.852360, 4.852360]
[0.218257, 0.218257]
[4.852360, 4.852360]
[0.218257, 0.218257]
[0.000000, 12.000000]
[0.000000, 12.000000]
[0.006104, 0.006104]
[11.689100, 11.689100]
[2.159970, 2.159970]
[0.087974, 0.087974]
[0.087974, 0.087974]
[2.159970, 2.159970]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[2.207250, 2.207250]
[0.000000, 6.000000]
[4.090760, 4.090760]
[0.000000, 7.000000]
[0.000000, 7.000000]
