[24.705400, 24.705400]
[25.538200, 25.538200]
[13.971300, 13.971300]
[31.642500, 31.642500]
[44.428600, 44.428600]
[150.050000, 150.050000]
[0.259367, 0.259367]
[2.525120, 2.525120]
[2.688740, 2.688740]
[0.289588, 0.289588]
[6.814010, 6.814010]
[2.485140, 2.485140]
[0.719896, 0.719896]
[1.476180, 1.476180]
[3.113820, 3.113820]
[0.062566, 0.062566]
[0.095817, 0.095817]
[0.026751, 0.026751]
[0.386528, 0.386528]
[0.044158, 0.044158]
[10.711500, 10.711500]
[8.907990, 8.907990]
[0.139945, 0.139945]
[7.247930, 7.247930]
[0.377053, 0.377053]
[0.227869, 0.227869]
[5.308030, 5.308030]
[0.217339, 0.217339]
[0.007582, 0.007582]
[12.366300, 12.366300]
[4.965710, 4.965710]
[4.129740, 4.129740]
[0.191813, 0.191813]
[0.006136, 0.006136]
[0.008225, 0.008225]
[4.467720, 4.467720]
[0.200474, 0.200474]
[6.157730, 6.157730]
[0.769015, 0.769015]
[0.022945, 0.022945]
[5.684220, 5.684220]
[0.021717, 0.021717]
[0.886697, 0.886697]
[5.113330, 5.113330]
[0.782729, 0.782729]
[2.030450, 2.030450]
[0.356502, 0.356502]
[0.568475, 0.568475]
[0.045186, 0.045186]
[1.766880, 1.766880]
[2.563920, 2.563920]
[0.159671, 0.159671]
[0.507511, 0.507511]
[0.445164, 0.445164]
[0.597064, 0.597064]
[0.829907, 0.829907]
[0.407684, 0.407684]
[0.284059, 0.284059]
[0.024113, 0.024113]
[0.028739, 0.028739]
[0.195559, 0.195559]
[0.045583, 0.045583]
[1.810390, 1.810390]
[0.682271, 0.682271]
[1.056940, 1.056940]
[2.183040, 2.183040]
[0.000000, 60.000000]
[0.000000, 7.000000]
[0.000000, 7.000000]
[0.000000, 2.500000]
[0.000000, 4.000000]
[5.308030, 5.308030]
[0.217339, 0.217339]
[5.308030, 5.308030]
[0.217339, 0.217339]
[0.000000, 12.000000]
[0.000000, 12.000000]
[0.007582, 0.007582]
[12.366300, 12.366300]
[2.563920, 2.563920]
[0.045583, 0.045583]
[0.045583, 0.045583]
[2.563920, 2.563920]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[2.525120, 2.525120]
[0.000000, 6.000000]
[2.688740, 2.688740]
[0.000000, 7.000000]
[0.000000, 7.000000]
