[26.257300, 26.257300]
[28.824200, 28.824200]
[18.711900, 18.711900]
[34.525100, 34.525100]
[64.447500, 64.447500]
[143.690000, 143.690000]
[0.342618, 0.342618]
[1.101400, 1.101400]
[4.881930, 4.881930]
[0.286115, 0.286115]
[5.939190, 5.939190]
[6.429850, 6.429850]
[1.525250, 1.525250]
[0.908384, 0.908384]
[3.418760, 3.418760]
[0.024675, 0.024675]
[0.091163, 0.091163]
[0.023953, 0.023953]
[0.480184, 0.480184]
[0.047239, 0.047239]
[8.357480, 8.357480]
[7.606920, 7.606920]
[0.103729, 0.103729]
[4.186790, 4.186790]
[0.232869, 0.232869]
[0.199101, 0.199101]
[9.221930, 9.221930]
[0.229335, 0.229335]
[0.007159, 0.007159]
[8.188600, 8.188600]
[6.427280, 6.427280]
[4.258130, 4.258130]
[0.145998, 0.145998]
[0.007693, 0.007693]
[0.008458, 0.008458]
[2.835980, 2.835980]
[0.223572, 0.223572]
[9.509230, 9.509230]
[0.682180, 0.682180]
[0.028947, 0.028947]
[10.625100, 10.625100]
[0.021553, 0.021553]
[0.653928, 0.653928]
[4.198730, 4.198730]
[0.543124, 0.543124]
[1.319930, 1.319930]
[0.204820, 0.204820]
[0.351100, 0.351100]
[0.036544, 0.036544]
[2.179460, 2.179460]
[2.445460, 2.445460]
[0.229040, 0.229040]
[0.442970, 0.442970]
[0.461102, 0.461102]
[0.963516, 0.963516]
[0.746882, 0.746882]
[0.558332, 0.558332]
[0.375183, 0.375183]
[0.013043, 0.013043]
[0.023627, 0.023627]
[0.349714, 0.349714]
[0.084644, 0.084644]
[2.099180, 2.099180]
[0.304123, 0.304123]
[0.951070, 0.951070]
[1.420380, 1.420380]
[0.000000, 60.000000]
[0.000000, 7.000000]
[0.000000, 7.000000]
[0.000000, 2.500000]
[0.000000, 4.000000]
[9.221930, 9.221930]
[0.229335, 0.229335]
[9.221930, 9.221930]
[0.229335, 0.229335]
[0.000000, 12.000000]
[0.000000, 12.000000]
[0.007159, 0.007159]
[8.188600, 8.188600]
[2.445460, 2.445460]
[0.084644, 0.084644]
[0.084644, 0.084644]
[2.445460, 2.445460]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[1.101400, 1.101400]
[0.000000, 6.000000]
[4.881930, 4.881930]
[0.000000, 7.000000]
[0.000000, 7.000000]
