[22.364800, 22.364800]
[22.979700, 22.979700]
[12.374200, 12.374200]
[31.591500, 31.591500]
[40.360600, 40.360600]
[154.038000, 154.038000]
[0.223805, 0.223805]
[2.392420, 2.392420]
[3.361200, 3.361200]
[0.287950, 0.287950]
[7.468710, 7.468710]
[2.709230, 2.709230]
[1.224660, 1.224660]
[1.583060, 1.583060]
[3.350970, 3.350970]
[0.065199, 0.065199]
[0.084787, 0.084787]
[0.029506, 0.029506]
[0.412875, 0.412875]
[0.046302, 0.046302]
[10.374400, 10.374400]
[8.950860, 8.950860]
[0.103355, 0.103355]
[5.269300, 5.269300]
[0.380558, 0.380558]
[0.223776, 0.223776]
[4.037540, 4.037540]
[0.218269, 0.218269]
[0.008782, 0.008782]
[14.715300, 14.715300]
[4.879500, 4.879500]
[3.917140, 3.917140]
[0.192819, 0.192819]
[0.006341, 0.006341]
[0.008823, 0.008823]
[4.985710, 4.985710]
[0.196731, 0.196731]
[5.798830, 5.798830]
[0.615554, 0.615554]
[0.021779, 0.021779]
[6.808440, 6.808440]
[0.021730, 0.021730]
[0.838872, 0.838872]
[4.180640, 4.180640]
[0.781442, 0.781442]
[1.651810, 1.651810]
[0.404935, 0.404935]
[0.561640, 0.561640]
[0.037441, 0.037441]
[1.717150, 1.717150]
[2.227180, 2.227180]
[0.154858, 0.154858]
[0.476249, 0.476249]
[0.395896, 0.395896]
[0.657944, 0.657944]
[0.817606, 0.817606]
[0.383539, 0.383539]
[0.310942, 0.310942]
[0.027987, 0.027987]
[0.033398, 0.033398]
[0.206864, 0.206864]
[0.076729, 0.076729]
[2.037210, 2.037210]
[0.678102, 0.678102]
[1.061970, 1.061970]
[2.044030, 2.044030]
[0.000000, 60.000000]
[0.000000, 7.000000]
[0.000000, 7.000000]
[0.000000, 2.500000]
[0.000000, 4.000000]
[4.037540, 4.037540]
[0.218269, 0.218269]
[4.037540, 4.037540]
[0.218269, 0.218269]
[0.000000, 12.000000]
[0.000000, 12.000000]
[0.008782, 0.008782]
[14.715300, 14.715300]
[2.227180, 2.227180]
[0.076729, 0.076729]
[0.076729, 0.076729]
[2.227180, 2.227180]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[2.392420, 2.392420]
[0.000000, 6.000000]
[3.361200, 3.361200]
[0.000000, 7.000000]
[0.000000, 7.000000]
