[23.919600, 23.919600]
[31.914200, 31.914200]
[13.965000, 13.965000]
[33.757500, 33.757500]
[39.902300, 39.902300]
[153.504000, 153.504000]
[0.251166, 0.251166]
[1.951400, 1.951400]
[2.562190, 2.562190]
[0.415512, 0.415512]
[7.986710, 7.986710]
[3.423880, 3.423880]
[0.655568, 0.655568]
[1.636990, 1.636990]
[2.305740, 2.305740]
[0.047891, 0.047891]
[0.059879, 0.059879]
[0.032304, 0.032304]
[0.303747, 0.303747]
[0.027364, 0.027364]
[10.142900, 10.142900]
[9.669490, 9.669490]
[0.174491, 0.174491]
[8.822160, 8.822160]
[0.426783, 0.426783]
[0.232628, 0.232628]
[4.340810, 4.340810]
[0.223426, 0.223426]
[0.006356, 0.006356]
[16.035400, 16.035400]
[5.523500, 5.523500]
[4.286630, 4.286630]
[0.160975, 0.160975]
[0.005009, 0.005009]
[0.007800, 0.007800]
[3.852600, 3.852600]
[0.185967, 0.185967]
[6.365830, 6.365830]
[0.861599, 0.861599]
[0.014826, 0.014826]
[10.190500, 10.190500]
[0.021292, 0.021292]
[0.709827, 0.709827]
[3.753180, 3.753180]
[0.758102, 0.758102]
[2.908320, 2.908320]
[0.398728, 0.398728]
[0.729553, 0.729553]
[0.052258, 0.052258]
[1.704880, 1.704880]
[2.734510, 2.734510]
[0.202763, 0.202763]
[0.526080, 0.526080]
[0.306494, 0.306494]
[0.470392, 0.470392]
[0.864795, 0.864795]
[0.512194, 0.512194]
[0.386676, 0.386676]
[0.021627, 0.021627]
[0.031068, 0.031068]
[0.238980, 0.238980]
[0.072741, 0.072741]
[2.449830, 2.449830]
[0.726890, 0.726890]
[1.130870, 1.130870]
[1.659210, 1.659210]
[0.000000, 60.000000]
[0.000000, 7.000000]
[0.000000, 7.000000]
[0.000000, 2.500000]
[0.000000, 4.000000]
[4.340810, 4.340810]
[0.223426, 0.223426]
[4.340810, 4.340810]
[0.223426, 0.223426]
[0.000000, 12.000000]
[0.000000, 12.000000]
[0.006356, 0.006356]
[16.035400, 16.035400]
[2.734510, 2.734510]
[0.072741, 0.072741]
[0.072741, 0.072741]
[2.734510, 2.734510]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[1.951400, 1.951400]
[0.000000, 6.000000]
[2.562190, 2.562190]
[0.000000, 7.000000]
[0.000000, 7.000000]
