[26.080500, 26.080500]
[37.644800, 37.644800]
[17.192000, 17.192000]
[35.932400, 35.932400]
[47.697900, 47.697900]
[151.009000, 151.009000]
[0.403618, 0.403618]
[1.166790, 1.166790]
[6.315930, 6.315930]
[0.277705, 0.277705]
[5.724480, 5.724480]
[5.675030, 5.675030]
[1.341040, 1.341040]
[2.031820, 2.031820]
[2.661580, 2.661580]
[0.035608, 0.035608]
[0.118927, 0.118927]
[0.022620, 0.022620]
[0.322725, 0.322725]
[0.033118, 0.033118]
[4.483760, 4.483760]
[3.827560, 3.827560]
[0.171683, 0.171683]
[6.142180, 6.142180]
[0.247859, 0.247859]
[0.182851, 0.182851]
[9.082660, 9.082660]
[0.262134, 0.262134]
[0.007856, 0.007856]
[7.375440, 7.375440]
[7.011370, 7.011370]
[2.995360, 2.995360]
[0.160092, 0.160092]
[0.007540, 0.007540]
[0.008396, 0.008396]
[7.577000, 7.577000]
[0.233947, 0.233947]
[11.951100, 11.951100]
[0.799675, 0.799675]
[0.026162, 0.026162]
[11.257700, 11.257700]
[0.021864, 0.021864]
[0.393942, 0.393942]
[4.692120, 4.692120]
[0.640550, 0.640550]
[1.256870, 1.256870]
[0.164167, 0.164167]
[0.606963, 0.606963]
[0.048845, 0.048845]
[2.344970, 2.344970]
[2.961220, 2.961220]
[0.213150, 0.213150]
[0.462013, 0.462013]
[0.481449, 0.481449]
[0.582547, 0.582547]
[0.765678, 0.765678]
[0.526552, 0.526552]
[0.516304, 0.516304]
[0.010768, 0.010768]
[0.034312, 0.034312]
[0.376099, 0.376099]
[0.085155, 0.085155]
[1.580810, 1.580810]
[0.328100, 0.328100]
[0.779048, 0.779048]
[1.528220, 1.528220]
[0.000000, 60.000000]
[0.000000, 7.000000]
[0.000000, 7.000000]
[0.000000, 2.500000]
[0.000000, 4.000000]
[9.082660, 9.082660]
[0.262134, 0.262134]
[9.082660, 9.082660]
[0.262134, 0.262134]
[0.000000, 12.000000]
[0.000000, 12.000000]
[0.007856, 0.007856]
[7.375440, 7.375440]
[2.961220, 2.961220]
[0.085155, 0.085155]
[0.085155, 0.085155]
[2.961220, 2.961220]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[1.166790, 1.166790]
[0.000000, 6.000000]
[6.315930, 6.315930]
[0.000000, 7.000000]
[0.000000, 7.000000]
