[24.143300, 24.143300]
[24.075500, 24.075500]
[13.894600, 13.894600]
[31.551900, 31.551900]
[41.495900, 41.495900]
[153.541000, 153.541000]
[0.355364, 0.355364]
[1.926390, 1.926390]
[3.519980, 3.519980]
[0.275158, 0.275158]
[7.490690, 7.490690]
[2.344240, 2.344240]
[0.717222, 0.717222]
[1.643850, 1.643850]
[2.993970, 2.993970]
[0.055040, 0.055040]
[0.091984, 0.091984]
[0.030538, 0.030538]
[0.340564, 0.340564]
[0.046065, 0.046065]
[9.116070, 9.116070]
[9.594580, 9.594580]
[0.092575, 0.092575]
[3.917430, 3.917430]
[0.359251, 0.359251]
[0.233496, 0.233496]
[6.527460, 6.527460]
[0.215537, 0.215537]
[0.006664, 0.006664]
[14.570600, 14.570600]
[6.065770, 6.065770]
[3.914630, 3.914630]
[0.194626, 0.194626]
[0.007190, 0.007190]
[0.008008, 0.008008]
[5.144410, 5.144410]
[0.196189, 0.196189]
[5.669580, 5.669580]
[0.487148, 0.487148]
[0.020978, 0.020978]
[5.347860, 5.347860]
[0.020621, 0.020621]
[0.891722, 0.891722]
[5.332700, 5.332700]
[0.769285, 0.769285]
[2.127410, 2.127410]
[0.364378, 0.364378]
[0.412647, 0.412647]
[0.039119, 0.039119]
[2.015260, 2.015260]
[1.970010, 1.970010]
[0.172420, 0.172420]
[0.461761, 0.461761]
[0.529531, 0.529531]
[0.789838, 0.789838]
[0.823016, 0.823016]
[0.352592, 0.352592]
[0.234644, 0.234644]
[0.027177, 0.027177]
[0.028243, 0.028243]
[0.187166, 0.187166]
[0.069421, 0.069421]
[2.408710, 2.408710]
[0.695816, 0.695816]
[1.107040, 1.107040]
[1.792650, 1.792650]
[0.000000, 60.000000]
[0.000000, 7.000000]
[0.000000, 7.000000]
[0.000000, 2.500000]
[0.000000, 4.000000]
[6.527460, 6.527460]
[0.215537, 0.215537]
[6.527460, 6.527460]
[0.215537, 0.215537]
[0.000000, 12.000000]
[0.000000, 12.000000]
[0.006664, 0.006664]
[14.570600, 14.570600]
[1.970010, 1.970010]
[0.069421, 0.069421]
[0.069421, 0.069421]
[1.970010, 1.970010]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[1.926390, 1.926390]
[0.000000, 6.000000]
[3.519980, 3.519980]
[0.000000, 7.000000]
[0.000000, 7.000000]
