[22.118100, 22.118100]
[28.853600, 28.853600]
[12.716900, 12.716900]
[33.772300, 33.772300]
[37.722300, 37.722300]
[151.654000, 151.654000]
[0.182289, 0.182289]
[2.054150, 2.054150]
[3.781060, 3.781060]
[0.304338, 0.304338]
[8.483150, 8.483150]
[3.039030, 3.039030]
[0.750976, 0.750976]
[1.531170, 1.531170]
[2.180150, 2.180150]
[0.046537, 0.046537]
[0.059828, 0.059828]
[0.027081, 0.027081]
[0.361946, 0.361946]
[0.038921, 0.038921]
[10.694400, 10.694400]
[10.349100, 10.349100]
[0.188035, 0.188035]
[9.174360, 9.174360]
[0.405546, 0.405546]
[0.238967, 0.238967]
[5.031480, 5.031480]
[0.218833, 0.218833]
[0.007119, 0.007119]
[15.778600, 15.778600]
[6.678720, 6.678720]
[4.058690, 4.058690]
[0.170201, 0.170201]
[0.005441, 0.005441]
[0.007959, 0.007959]
[4.221540, 4.221540]
[0.174708, 0.174708]
[6.558610, 6.558610]
[0.767307, 0.767307]
[0.014967, 0.014967]
[10.431300, 10.431300]
[0.021704, 0.021704]
[0.854131, 0.854131]
[3.014360, 3.014360]
[0.766849, 0.766849]
[2.406550, 2.406550]
[0.435695, 0.435695]
[0.683431, 0.683431]
[0.048638, 0.048638]
[1.719810, 1.719810]
[2.305440, 2.305440]
[0.182412, 0.182412]
[0.448776, 0.448776]
[0.257987, 0.257987]
[0.601587, 0.601587]
[0.874561, 0.874561]
[0.471131, 0.471131]
[0.435685, 0.435685]
[0.022488, 0.022488]
[0.032215, 0.032215]
[0.210991, 0.210991]
[0.056219, 0.056219]
[2.439280, 2.439280]
[0.762179, 0.762179]
[1.184260, 1.184260]
[1.568060, 1.568060]
[0.000000, 60.000000]
[0.000000, 7.000000]
[0.000000, 7.000000]
[0.000000, 2.500000]
[0.000000, 4.000000]
[5.031480, 5.031480]
[0.218833, 0.218833]
[5.031480, 5.031480]
[0.218833, 0.218833]
[0.000000, 12.000000]
[0.000000, 12.000000]
[0.007119, 0.007119]
[15.778600, 15.778600]
[2.305440, 2.305440]
[0.056219, 0.056219]
[0.056219, 0.056219]
[2.305440, 2.305440]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[0.000000, 4.000000]
[2.054150, 2.054150]
[0.000000, 6.000000]
[3.781060, 3.781060]
[0.000000, 7.000000]
[0.000000, 7.000000]
