0,0,0,27.1065,39.5012,15.871,33.3222,46.0899,125.442,0.396787,2.68116,3.12043,0.334311,8.54771,5.26327,1.33844,0.948455,2.31203,0.0468318,0.0677031,0.0327475,0.396063,0.057702,7.22416,8.26755,0.149114,7.6557,0.326858,0.140437,7.54653,0.182369,0.00652427,7.30715,6.27334,2.87858,0.318408,0.00714266,0.0085437,4.29846,0.169596,6.98141,0.693192,0.0188322,8.11927,0.0146529,0.842885,4.84114,0.76894,3.25701,0.250731,0.748501,0.0489633,2.07937,2.94145,0.215333,0.473695,0.503592,0.853602,0.651861,0.391292,0.499031,0.0202438,0.0266994,0.350367,0.0705807,2.20097,0.651066,1.08983,1.2242,55.7671,5.68311,5.94658,1.41035,2.15365,4.50499,0.18254,8.59452,0.225469,4.73708,5.95783,0.0119342,14.8289,3.31728,0.0780831,0.103941,3.01487,2.61585,3.46571,2.86034,0.66955,1.71751,3.24848,4.97805,0.201695,6.27633
0,0,0,32.3417,38.2228,13.6858,33.9191,48.265,132.009,0.345306,2.64914,3.41694,0.316677,9.07531,5.39312,1.29922,1.22647,2.13255,0.0438154,0.0642673,0.0323052,0.382573,0.0490226,7.26564,8.50218,0.171501,7.72651,0.328287,0.134396,7.2791,0.172652,0.00666508,7.01101,6.35283,3.13501,0.31227,0.00734789,0.00851462,3.62593,0.172516,6.05364,0.726442,0.0187454,7.80882,0.0150727,0.74686,3.87942,0.774958,3.19566,0.257756,0.79196,0.0485399,2.05905,2.98063,0.208515,0.428612,0.511164,0.833913,0.694364,0.38737,0.473088,0.0191935,0.027424,0.331346,0.0661287,2.20584,0.666147,1.081,1.27658,57.1388,5.00895,4.5646,1.63454,2.36695,4.17894,0.18254,8.55781,0.244732,4.58357,7.04311,0.0125944,14.4302,3.50008,0.0634168,0.102737,2.76762,2.32088,3.47727,2.86038,0.442688,1.72451,4.25618,4.40085,0.759193,6.4836
0,0,0,27.4831,37.682,15.1481,30.1465,48.7433,137.118,0.364442,2.68116,3.23565,0.294695,7.27668,4.62087,1.43245,0.997188,2.22609,0.0445328,0.0692981,0.02618,0.358826,0.0588972,7.06571,8.76207,0.166634,8.11319,0.313369,0.176894,6.98854,0.174487,0.00656357,7.63565,7.26303,2.72378,0.31291,0.00536391,0.00875091,4.437,0.170658,7.7828,0.70649,0.0187062,8.99454,0.0150153,0.733751,4.66993,0.780818,3.32407,0.251337,0.744018,0.0646524,1.99788,2.40475,0.210022,0.494074,0.479771,0.920015,0.649958,0.424809,0.429513,0.0224284,0.0296763,0.355525,0.0700683,1.84413,0.555365,1.18917,1.3329,58.3883,5.0173,6.20229,2.13935,1.61425,4.37459,0.20011,9.85647,0.23033,5.64436,9.55507,0.0128929,16.0246,3.09128,0.0686051,0.0951913,2.64336,1.84329,2.53279,1.87025,1.41464,1.65461,2.01832,4.57102,1.11086,6.09876
0,0,0,34.5818,37.3534,12.8175,28.9681,52.2454,126.941,0.379264,2.691,2.95172,0.297319,9.87868,4.60092,1.28293,1.29444,2.14896,0.0429385,0.0661475,0.0314859,0.305168,0.0506394,8.05551,8.82616,0.189197,7.86551,0.308035,0.137682,6.33776,0.174593,0.00641017,6.99279,5.57811,3.33926,0.313684,0.0103962,0.00846677,3.85327,0.174671,5.96579,0.703242,0.0153118,7.91506,0.0148125,0.764919,3.83117,0.77312,3.4524,0.279175,0.798939,0.0516535,2.01943,2.28148,0.215546,0.449419,0.527152,0.867006,0.702935,0.337615,0.525127,0.0189302,0.0271944,0.325082,0.0502707,2.35494,0.752823,0.922772,1.36344,57.3195,4.19518,4.01956,1.35908,3.53019,4.43793,0.180481,8.18024,0.250799,4.37514,6.56929,0.0109809,15.655,2.77933,0.0797013,0.104774,3.06699,2.78447,2.22827,3.60311,0.492307,1.72898,3.76124,4.54881,0.184076,6.75261
0,0,0,28.8356,31.3861,20.2884,43.0428,55.9371,141.794,0.434821,2.52092,2.93602,0.340886,6.72399,5.11181,1.38707,0.90205,2.15067,0.0572028,0.0657837,0.0218416,0.330763,0.0560495,7.4308,10.0665,0.124223,8.84766,0.281997,0.207248,8.68426,0.217808,0.00899384,8.69638,3.78938,2.53458,0.28853,0.010913,0.00937712,5.69841,0.197933,8.05734,0.909362,0.0143726,5.64406,0.0147702,0.801537,3.13678,0.719577,2.16102,0.243297,0.766517,0.0342888,1.79555,3.1003,0.214014,0.666869,0.385817,0.709379,0.689457,0.324533,0.467884,0.0216246,0.0270968,0.310828,0.0588482,2.38139,0.516357,0.956512,1.77037,21.7936,6.65831,2.07688,1.50906,2.62783,6.66441,0.197406,8.87772,0.275268,2.72652,11.1842,0.0132088,11.5662,3.50007,0.041306,0.0703709,2.14999,0.880072,1.72556,2.30752,0.620296,1.36836,5.40079,5.39969,0.360396,6.01625
0,0,0,28.6561,31.4026,20.3558,40.4039,55.7092,145.748,0.394482,2.52357,2.96093,0.363192,6.43727,5.09503,1.434,0.90205,2.17069,0.0553143,0.0657837,0.0217263,0.362077,0.0560495,7.29986,9.95872,0.120871,9.00454,0.290916,0.212228,8.67321,0.225339,0.00869004,8.8109,4.10235,2.53458,0.285724,0.0111735,0.00921094,6.2382,0.190982,7.82575,0.904155,0.0143726,6.0065,0.0154892,0.749951,3.73766,0.721528,2.12548,0.248465,0.741702,0.0367426,1.77697,3.22016,0.214954,0.651525,0.357325,0.703068,0.681142,0.34137,0.442012,0.022105,0.0272039,0.329798,0.0558524,2.38116,0.592109,0.95235,1.76085,23.799,6.94267,1.86955,1.49482,2.61551,6.82469,0.193482,8.94449,0.282864,2.68006,10.703,0.0130618,11.5759,3.59881,0.041306,0.066616,2.02578,0.747672,2.32007,2.46143,1.06511,1.3513,5.47127,5.36951,0.218615,5.84032
0,0,0,28.9347,29.0283,19.2372,45.9131,56.9189,143.058,0.431774,2.56329,2.88915,0.321302,6.03364,4.63053,1.16975,0.98891,1.91365,0.0635399,0.0658504,0.0196428,0.33554,0.0544239,7.31359,10.0687,0.123786,9.03904,0.277407,0.219677,8.9101,0.230952,0.00849253,8.94798,3.64725,2.48216,0.280987,0.0112564,0.00936883,5.59418,0.212805,8.11009,0.925821,0.0144964,5.49918,0.0147852,0.752003,3.10145,0.718396,2.30831,0.24692,0.802951,0.0547605,1.82709,2.47211,0.216713,0.648856,0.37617,0.654562,0.691935,0.304434,0.444782,0.0217453,0.0259038,0.335418,0.0570987,2.34098,0.457359,0.902995,1.52525,22.7022,6.8062,2.56101,1.84777,2.83752,7.68946,0.205044,8.50272,0.262304,2.54174,11.367,0.0134246,12.1484,3.59197,0.0546403,0.0585932,1.92101,0.471799,1.56804,2.3566,1.09366,1.36146,5.09702,5.29215,0.507753,6.2587
0,0,0,29.4511,34.4193,19.6121,37.4601,55.6722,140.374,0.440671,2.44804,2.91159,0.343695,6.68979,4.84278,0.775852,1.00517,2.47026,0.0577821,0.0615848,0.0215796,0.396474,0.0536461,7.2224,10.2281,0.113211,7.48553,0.284715,0.206222,9.03815,0.265188,0.00919737,8.02774,3.65973,2.49364,0.2994,0.0100077,0.00918608,5.35759,0.224689,7.90031,0.915394,0.0176612,6.16256,0.0154603,0.704316,3.46649,0.708483,2.30802,0.242877,0.772437,0.0493554,1.83645,2.08981,0.210537,0.650916,0.386081,0.667589,0.668567,0.312713,0.436071,0.0191028,0.0268823,0.321863,0.0536033,2.23198,0.488162,0.984412,1.43943,34.3537,6.94244,2.36997,1.52201,3.75214,8.06008,0.217406,8.73096,0.266234,3.29257,9.72299,0.0128542,13.1908,3.72271,0.060622,0.0583243,2.06474,0.651623,2.27762,1.8823,1.49249,1.4336,5.3094,4.8391,0.38886,5.36418
0,0,0,28.9113,34.1681,18.645,33.481,54.764,139.937,0.473889,2.40955,2.95,0.351365,6.61753,4.83459,0.732289,1.06456,2.35649,0.0598216,0.0605488,0.0218465,0.37633,0.0552753,7.00125,10.2281,0.118525,7.83909,0.281471,0.205934,8.29489,0.267186,0.00849122,8.0169,3.48699,2.54643,0.29511,0.00978035,0.00930091,5.43775,0.22806,7.83896,0.93228,0.0159329,5.97954,0.0154858,0.790232,3.59652,0.714867,2.44291,0.265316,0.810261,0.0509473,1.82022,2.14068,0.209206,0.614861,0.411942,0.68441,0.656712,0.306412,0.43865,0.0168212,0.0263869,0.321537,0.0572396,2.30214,0.535406,0.98153,1.40665,43.1555,6.74621,1.6934,1.43932,3.91889,7.95446,0.217852,8.89343,0.264558,3.17562,10.5029,0.0121751,13.4119,3.4975,0.0620774,0.0603895,2.19214,0.84922,2.14138,1.7561,1.15918,1.41808,4.94279,4.99142,0.427915,4.54896
0,0,0,28.1451,34.3949,19.2796,35.7882,58.5468,140.344,0.391759,2.35158,2.89413,0.321518,6.91776,4.79993,0.985783,1.03048,2.52358,0.060004,0.0649562,0.0217036,0.411264,0.0553405,7.18151,10.2281,0.129578,8.53521,0.291001,0.207344,8.84737,0.259994,0.00928257,8.67745,3.9352,2.49364,0.298456,0.0105663,0.00918608,5.49741,0.221047,7.63496,0.915394,0.01703,6.34536,0.015356,0.720718,4.09778,0.710544,2.56408,0.240915,0.734373,0.0451781,1.83123,1.81856,0.210367,0.667569,0.340133,0.673629,0.656692,0.307525,0.433911,0.0193151,0.0269015,0.31844,0.0572245,2.25073,0.479481,0.984003,1.46716,31.0283,6.94244,2.537,1.433,3.50607,8.46907,0.216282,9.2298,0.273776,3.67004,8.67307,0.0126426,13.3034,3.62618,0.0566889,0.0602634,2.34456,0.83864,2.41916,2.09744,1.65601,1.34342,5.32763,4.95107,0.447862,5.31096
