19.377,65.44,11.911,42.839,44.788,116.8,0.34867,2.0131,7.4892,0.73874,11.386,4.7862,1.1831,1.6466,3.1653,0.061284,0.072113,0.023866,0.73537,0.036625,9.4445,6.3116,0.069095,4.274,0.21388,0.09012,6.5886,0.2231,0.006124,12.286,3.5591,2.1992,0.30291,0.0052716,0.0083228,2.918,0.20192,8.2037,0.74727,0.032709,7.5009,0.014341,0.44344,6.4449,0.32683,3.2519,0.31077,0.50725,0.052471,2.6179,3.8626,0.11145,0.57465,0.41485,0.60196,0.82191,0.47511,0.56028,0.014484,0.029842,0.29633,0.059438,2.3767,0.73872,0.75021,1.9176,52.303,0.023262,0.23377,1.7005,0.941
24.412,50.549,14.405,35.672,46.963,90.695,0.47421,2.3347,2.9557,0.44934,5.5751,5.0637,1.8376,1.3527,3.8723,0.034093,0.11762,0.029471,0.51625,0.051846,3.8534,4.6799,0.072499,8.127,0.4102,0.24319,3.8857,0.21162,0.0082679,10.912,8.7126,3.282,0.1745,0.0047881,0.0032641,6.048,0.1513,13.515,0.59781,0.027116,7.7686,0.016098,0.35537,4.0806,0.27656,3.4797,0.29777,0.71722,0.073183,4.606,2.6612,0.20978,0.26518,0.299,0.71393,0.82381,0.32546,0.45017,0.013698,0.024983,0.51715,0.04512,1.0231,0.31235,0.54422,0.96874,44.012,0.038237,0.21417,1.0044,0.41562
23.499,55.118,16.399,47.196,57.775,64.596,0.23194,1.5674,6.5358,0.30663,9.9602,4.6294,0.78607,1.993,4.1894,0.024072,0.079342,0.021541,0.45748,0.055811,6.5307,6.235,0.17543,6.6115,0.32983,0.24179,5.1981,0.17589,0.0071036,10.084,4.9404,2.8985,0.18193,0.0089866,0.0042462,7.4326,0.18743,8.1612,0.49307,0.025243,9.243,0.021122,0.85301,5.7256,0.69219,3.3445,0.32485,0.35226,0.048648,4.5921,4.504,0.20559,0.37137,0.41415,0.51946,0.79797,0.44771,0.42041,0.010239,0.030178,0.46806,0.059343,1.1462,0.77056,1.0824,1.3182,49.205,0.034657,0.44722,0.98031,0.97623
20.908,59.323,14.405,31.968,35.924,135.07,0.47421,2.7135,3.7661,0.44934,6.7872,5.197,1.8376,1.0583,3.0018,0.065724,0.11147,0.031448,0.75245,0.035537,6.3301,4.745,0.072499,6.1401,0.31165,0.11427,5.0677,0.25175,0.0074352,12.783,7.5385,2.6876,0.27733,0.0047881,0.0067293,6.048,0.16362,13.551,0.81388,0.033461,6.2878,0.010334,0.35537,4.692,0.27656,3.401,0.2858,0.84895,0.076434,2.9279,2.116,0.12976,0.43797,0.2996,0.78406,0.84416,0.34875,0.56906,0.017306,0.024697,0.37117,0.0452,2.0691,0.28529,0.54422,1.4783,46.645,0.028551,0.21417,1.6165,0.38568
21.73,50.669,18.111,53.786,62.352,64.596,0.20051,1.704,6.8815,0.31002,9.6504,3.6189,0.77603,2.0015,4.1927,0.030497,0.073622,0.013903,0.55636,0.05616,7.3429,6.8708,0.17543,4.8982,0.34159,0.23695,5.0999,0.17589,0.0074443,11.587,5.3517,2.5499,0.20515,0.0076327,0.004241,7.799,0.1977,8.1085,0.49669,0.018675,9.9571,0.021568,0.84346,5.5805,0.60275,3.4968,0.33931,0.35226,0.046198,4.6415,4.0891,0.23832,0.32876,0.36694,0.56,0.81758,0.51811,0.39455,0.01407,0.028824,0.48161,0.049318,1.2092,0.72843,1.0424,1.3624,50.982,0.040841,0.42891,0.94266,0.95081
27.158,50.94,11.575,32.356,48.701,80.345,0.44243,2.4177,2.8608,0.39791,5.3693,5.1883,1.8586,1.3091,3.8914,0.040078,0.12563,0.024991,0.49277,0.052825,5.435,3.8637,0.072499,7.8384,0.40656,0.22745,3.8857,0.27277,0.0079967,10.315,8.7126,3.3196,0.19784,0.0047881,0.0046192,5.9393,0.14551,13.515,0.67145,0.028203,7.4207,0.016958,0.31577,4.4778,0.29346,3.5775,0.29636,0.72364,0.064822,4.524,3.1751,0.21544,0.26499,0.22149,0.69902,0.8396,0.32166,0.46378,0.013411,0.022976,0.50499,0.042366,1.2931,0.31235,0.52486,0.91399,44.334,0.036906,0.2252,1.0715,0.50471
22.718,53.304,17.753,47.187,60.117,88.722,0.25169,1.3626,5.9088,0.30663,10.356,4.904,0.78607,1.9826,4.1852,0.025662,0.080419,0.021801,0.41893,0.060138,6.0698,5.831,0.17259,6.3677,0.33425,0.24179,6.3607,0.1921,0.0073973,11.036,4.8729,3.1679,0.1941,0.0090754,0.0041844,6.3239,0.20055,9.7274,0.43607,0.028468,8.689,0.021396,0.74346,6.9073,0.7191,3.3445,0.38241,0.35226,0.039664,4.5921,4.6396,0.17219,0.4047,0.42826,0.48636,0.79701,0.49606,0.39075,0.0096582,0.031847,0.51367,0.054462,1.3539,0.72969,1.1588,1.2643,52.902,0.032663,0.41348,1.0556,0.92493
20.071,62.543,15.012,50.122,58.667,51.718,0.27089,1.6852,6.4655,0.30018,9.6826,4.0207,0.69465,1.8681,4.0123,0.028394,0.083873,0.020762,0.44885,0.056259,8.1214,5.352,0.17543,5.9511,0.38626,0.24179,4.5406,0.14881,0.0069826,10.764,4.4861,3.2425,0.2416,0.0088642,0.0043431,7.3328,0.17837,7.1239,0.53177,0.022699,8.9929,0.021555,0.85301,5.288,0.65231,3.6274,0.35376,0.35226,0.043728,4.8018,4.6484,0.20638,0.41364,0.37558,0.44466,0.78315,0.457,0.43623,0.0096987,0.032986,0.44506,0.056537,1.3247,0.77056,1.0773,1.3476,50.809,0.035852,0.45831,0.98321,0.9206
30.076,59.227,17.127,38.545,60.45,98.262,0.47391,2.09,3.3763,0.39735,4.9448,5.088,1.7409,1.2831,3.1652,0.04155,0.12093,0.030584,0.48492,0.046376,3.9404,4.514,0.086154,8.1545,0.34188,0.24319,3.6597,0.23365,0.0083303,10.94,7.8461,2.9538,0.19482,0.0045627,0.004554,6.0706,0.15229,13.515,0.65015,0.022357,7.8867,0.015817,0.35607,3.9805,0.27656,3.3875,0.29366,0.62667,0.0731,4.5274,3.4455,0.20694,0.24496,0.33835,0.62604,0.83954,0.25551,0.42896,0.016139,0.02458,0.51715,0.054597,1.0532,0.31235,0.49311,0.8463,47.697,0.032677,0.19408,0.99428,0.41562
26.646,44.801,14.405,37.165,45.804,87.345,0.43004,2.2422,3.707,0.38353,5.4809,4.489,1.8685,1.3907,3.3323,0.031241,0.097574,0.031333,0.46452,0.053964,5.3925,5.1041,0.081639,8.134,0.42428,0.24319,3.8857,0.22961,0.0096391,10.409,8.0784,3.335,0.16008,0.0047881,0.0032641,5.443,0.11766,13.515,0.65095,0.027453,9.9228,0.017954,0.41206,3.4949,0.30924,3.3818,0.2772,0.62821,0.071962,4.6249,2.5423,0.19222,0.26518,0.25231,0.71548,0.87823,0.434,0.4707,0.014404,0.019715,0.49991,0.04512,1.0231,0.3174,0.56707,0.84271,45.293,0.033509,0.21417,0.91378,0.38616
