17.7643,43.8551,22.0536,55.9517,39.1476,144.338,0.24032,2.37947,7.01112,0.614648,12.8232,2.94147,1.31634,1.68762,1.97176,0.037869,0.143975,0.0199209,0.698541,0.0285974,9.62057,5.03992,0.161388,3.80499,0.159461,0.165831,6.23732,0.249488,0.00836537,10.0094,3.43452,2.91986,0.373843,0.00799448,0.00636204,6.33209,0.172036,9.85023,0.848116,0.0264797,7.78888,0.0201008,0.710284,7.56875,0.55096,3.53083,0.349194,0.444153,0.0408238,4.28205,2.79805,0.252288,0.244923,0.204849,1.03988,0.543696,0.40613,0.420836,0.0279871,0.0189554,0.312837,0.0651349,1.75215,0.62457,1.1719,2.01037,26.3557,0.228146,1.29533,1.65554,0.871998
14.7417,34.3551,13.8532,57.3774,40.9857,135.195,0.174467,1.63576,7.28199,0.745691,13.2412,2.84393,0.821728,1.7925,1.78219,0.0356209,0.157531,0.0247737,0.840791,0.0246186,10.2541,7.25918,0.191046,3.47875,0.156267,0.121814,5.08497,0.243541,0.00706178,7.7172,3.67882,2.48237,0.411365,0.00883433,0.00853843,4.04452,0.223076,10.0193,0.79392,0.0297436,10.6569,0.018808,0.576854,7.81442,0.442007,3.37498,0.218191,0.33401,0.0349128,2.86473,4.16635,0.187651,0.366105,0.192602,0.984388,0.468504,0.307876,0.387596,0.026393,0.0172844,0.34503,0.0587956,2.19032,0.640188,1.19001,2.17224,18.6769,0.0430033,0.845229,2.18334,0.922704
18.5212,34.972,16.0006,57.4308,42.3386,120.874,0.18646,1.887,7.40965,0.706604,13.2415,3.91613,0.852014,1.88921,1.85487,0.027002,0.160933,0.0222911,0.889434,0.0255408,10.3695,6.54826,0.190557,3.41617,0.153723,0.110364,5.32809,0.274677,0.00693294,6.70951,4.41111,1.86095,0.407139,0.0096277,0.00752606,4.67276,0.223182,7.84016,0.625099,0.0312744,11.025,0.0151173,0.639497,7.53204,0.438704,3.23442,0.22583,0.350418,0.0335511,4.09448,3.4159,0.195353,0.334855,0.193564,1.03209,0.543257,0.324073,0.434515,0.026738,0.0171665,0.33164,0.0669148,2.16613,0.639129,1.13622,2.188,18.7911,0.0274604,1.60534,2.08959,0.786953
18.5212,31.8733,17.1536,57.4398,43.7243,118.739,0.191945,1.97033,6.95235,0.697791,13.2415,4.37728,0.826199,2.00907,2.15922,0.0255665,0.152068,0.023109,0.903481,0.0302012,9.61706,7.37896,0.193433,3.41617,0.153723,0.117377,5.55005,0.282466,0.00777457,5.96172,3.87148,1.86095,0.385076,0.00861233,0.00643648,4.66015,0.228276,7.70234,0.62632,0.0265407,10.6295,0.0149247,0.642404,7.58736,0.412165,3.15755,0.214846,0.423844,0.0340913,3.94272,3.43457,0.191761,0.337894,0.193564,1.1377,0.537176,0.313787,0.385835,0.0259854,0.0135605,0.354163,0.0633978,1.88454,0.649354,1.13622,2.10841,22.2441,0.199072,1.62425,1.94177,0.705642
14.3568,28.8235,15.7432,56.0314,38.7664,112.861,0.165928,1.56847,7.19215,0.733895,13.2412,2.60943,0.775642,1.57128,1.75533,0.0362455,0.156894,0.0281679,0.852706,0.0236246,9.70934,6.6682,0.192704,3.32079,0.19283,0.136018,5.31067,0.261905,0.00754062,5.87259,4.28417,2.38754,0.378498,0.0105017,0.00898534,2.95853,0.244752,10.9445,0.928658,0.0321156,9.19332,0.0175239,0.463701,6.08889,0.418689,3.17537,0.215917,0.420579,0.0343639,2.87775,4.23913,0.152784,0.40424,0.193764,0.946847,0.470499,0.292462,0.491968,0.0267956,0.0153823,0.335374,0.0566148,2.29291,0.737,1.11009,1.8705,23.4464,0.0430033,0.389337,2.1811,0.854754
14.1413,24.4526,19.7631,57.2641,37.2703,117.891,0.186727,1.58777,6.68519,0.633034,12.8516,3.34924,0.629298,1.72345,2.04173,0.0244918,0.142484,0.0278253,0.844922,0.0302195,9.39979,5.68926,0.192307,3.78327,0.165179,0.115889,6.75004,0.35899,0.00716536,6.45892,3.5249,2.50332,0.278306,0.0104357,0.00599129,4.62011,0.24411,8.93065,0.723815,0.0286779,9.12539,0.0099167,0.65509,7.85123,0.336269,2.57712,0.191296,0.538118,0.031576,4.26578,3.98983,0.207728,0.454473,0.20689,1.04285,0.475746,0.271748,0.509531,0.0266167,0.0158949,0.347827,0.0614874,1.84008,0.718011,1.02257,2.05882,28.1358,0.196954,1.48145,1.86129,0.69317
20.7454,27.8101,15.4531,58.549,29.3476,134.816,0.171336,1.3993,6.35512,0.673878,12.4691,3.70337,0.675753,1.91796,1.93355,0.0251054,0.14422,0.028104,0.855755,0.0318404,9.81144,5.18228,0.191988,4.02973,0.198188,0.128199,6.64867,0.337161,0.00746126,5.62742,3.5783,2.3871,0.262585,0.00877954,0.0067671,4.63979,0.242779,12.1076,0.77211,0.0272324,9.51705,0.00916236,0.736738,7.38011,0.399747,2.71673,0.176013,0.48453,0.0383728,4.53176,3.695,0.193012,0.490564,0.1984,1.04327,0.459217,0.302293,0.400953,0.0251718,0.0166187,0.332789,0.0525037,2.0613,0.637056,1.06952,2.11575,24.0125,0.180975,2.3175,1.87673,0.787226
21.5807,29.8057,16.729,59.7058,36.3994,148.338,0.227185,1.12861,5.85844,0.648801,13.3198,5.29422,0.865634,1.99833,1.89819,0.023133,0.157751,0.0194857,0.87527,0.0338023,10.4523,6.34515,0.186675,3.90275,0.174579,0.124663,6.27749,0.369619,0.00674421,7.19852,4.50183,1.93323,0.282437,0.010023,0.00643729,5.59009,0.245478,12.7932,0.920787,0.0303957,9.31935,0.00764485,0.809341,7.8144,0.358434,2.56644,0.18476,0.428698,0.0364774,4.95141,3.73096,0.178791,0.457573,0.257483,1.06103,0.471881,0.304831,0.425688,0.0264448,0.0192973,0.326652,0.0601199,2.28251,0.616227,1.04104,1.92385,18.7599,0.0883166,2.1038,1.90758,0.717351
22.3026,28.9021,16.6853,55.7978,35.8015,137.344,0.171336,1.16872,6.36135,0.664483,12.093,3.6994,0.638117,1.9614,2.20014,0.0262966,0.145905,0.0272872,0.879191,0.029556,9.81144,5.01157,0.187601,3.83902,0.203705,0.128199,6.69477,0.317166,0.00920103,6.51468,3.73997,2.31755,0.265936,0.00890639,0.00657017,4.60342,0.227308,11.0229,0.769107,0.0269664,9.23212,0.00832354,0.717023,7.58977,0.398872,3.05012,0.157927,0.46684,0.033066,4.52611,3.38186,0.191459,0.50415,0.22947,1.05643,0.443629,0.2869,0.469916,0.0258207,0.0128151,0.343805,0.0516374,1.90897,0.66867,1.08235,2.12921,27.3588,0.190711,2.25148,1.88922,0.740884
13.7709,29.2152,21.0834,52.1289,30.8838,128.045,0.181816,1.21624,6.21916,0.592718,12.7047,3.63477,0.638117,1.85913,2.18625,0.0266678,0.147248,0.0283409,0.879191,0.0269371,9.04357,4.88081,0.185436,4.2826,0.156712,0.107532,7.21014,0.324428,0.00945265,6.41056,3.99512,1.77959,0.239467,0.00929184,0.00531587,5.03841,0.241173,11.0122,0.760589,0.0260486,9.89634,0.0103754,0.656972,7.36464,0.438105,3.2157,0.160834,0.418795,0.0363179,4.3919,3.63264,0.214962,0.462452,0.285034,0.960754,0.463525,0.315669,0.444685,0.0267268,0.0128151,0.244713,0.0465184,1.97465,0.630426,1.105,2.12921,34.3794,0.263026,3.05511,1.75247,0.697587
